SK_ID_CURR,Âge (ans),Sexe,Statut familial,Nbre enfants,Niveau éducation,Type revenu,Ancienneté emploi,Revenus ($)
102634,39,Féminin,Separated,1,Higher education,Working,3,211500.0
102652,44,Féminin,Married,0,Secondary / secondary special,Working,9,202500.0
102655,33,Féminin,Married,0,Secondary / secondary special,Commercial associate,9,315000.0
102671,62,Féminin,Married,0,Higher education,Pensioner,0,153000.0
102694,61,Féminin,Married,0,Secondary / secondary special,Pensioner,0,135000.0
102701,22,Féminin,Single / not married,0,Secondary / secondary special,Working,0,112500.0
102703,50,Féminin,Married,0,Higher education,Working,3,112500.0
102704,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,90000.0
102713,38,Féminin,Married,3,Secondary / secondary special,Pensioner,0,63000.0
102720,51,Féminin,Married,1,Secondary / secondary special,Working,3,157500.0
102731,32,Féminin,Married,2,Higher education,Commercial associate,0,180000.0
102733,26,Féminin,Single / not married,0,Higher education,Working,3,121500.0
102749,54,Masculin,Married,0,Secondary / secondary special,Working,11,135000.0
102755,57,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,112500.0
102763,29,Masculin,Married,2,Higher education,Working,4,387000.0
102770,34,Masculin,Married,2,Secondary / secondary special,Working,2,45000.0
102772,42,Féminin,Married,0,Secondary / secondary special,Commercial associate,3,247500.0
102799,45,Féminin,Married,0,Lower secondary,Working,2,54000.0
102838,37,Féminin,Separated,1,Higher education,Working,15,148500.0
102854,61,Féminin,Married,0,Secondary / secondary special,Pensioner,0,57150.0
102862,42,Féminin,Civil marriage,0,Secondary / secondary special,Working,13,157500.0
102863,50,Féminin,Civil marriage,0,Secondary / secondary special,Working,12,202500.0
102867,43,Féminin,Married,1,Secondary / secondary special,Working,14,54000.0
102868,38,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,16,58500.0
102878,45,Masculin,Married,0,Higher education,Working,11,135000.0
102887,34,Féminin,Civil marriage,0,Secondary / secondary special,Working,5,180000.0
102898,48,Féminin,Civil marriage,0,Secondary / secondary special,Working,1,360000.0
102904,38,Féminin,Civil marriage,1,Secondary / secondary special,Working,4,144000.0
102912,30,Masculin,Married,2,Secondary / secondary special,State servant,8,252000.0
102919,61,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,157500.0
102927,28,Féminin,Married,0,Secondary / secondary special,Working,4,54000.0
102932,38,Masculin,Married,1,Incomplete higher,Commercial associate,1,135000.0
102933,29,Masculin,Single / not married,0,Secondary / secondary special,Working,8,180000.0
102935,64,Féminin,Married,0,Secondary / secondary special,Pensioner,0,171000.0
102958,45,Féminin,Widow,0,Secondary / secondary special,Commercial associate,3,90000.0
102969,30,Masculin,Married,1,Secondary / secondary special,Working,4,157500.0
102971,54,Féminin,Married,1,Higher education,Commercial associate,4,270000.0
102975,42,Masculin,Single / not married,0,Higher education,Commercial associate,5,225000.0
102979,35,Féminin,Civil marriage,1,Secondary / secondary special,Commercial associate,6,112500.0
102982,39,Féminin,Married,1,Higher education,Working,17,207000.0
102987,33,Masculin,Married,2,Secondary / secondary special,State servant,7,225000.0
102989,36,Féminin,Married,0,Secondary / secondary special,Working,4,67500.0
102995,62,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,216000.0
102996,37,Masculin,Married,1,Higher education,Working,7,270000.0
103000,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,247500.0
103001,39,Féminin,Separated,2,Secondary / secondary special,Working,11,202500.0
103004,56,Féminin,Married,0,Incomplete higher,Pensioner,0,112500.0
103010,40,Féminin,Married,2,Secondary / secondary special,Commercial associate,9,225000.0
103025,34,Féminin,Civil marriage,3,Secondary / secondary special,Commercial associate,3,180000.0
103029,27,Masculin,Single / not married,0,Higher education,Working,0,162000.0
103046,32,Féminin,Married,1,Secondary / secondary special,Commercial associate,5,234000.0
103056,53,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,180000.0
103062,54,Féminin,Married,0,Secondary / secondary special,Working,8,180000.0
103078,34,Masculin,Married,1,Secondary / secondary special,Commercial associate,13,90000.0
103083,47,Féminin,Married,0,Higher education,State servant,12,202500.0
103092,54,Féminin,Widow,0,Secondary / secondary special,Working,13,202500.0
103096,31,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,7,117000.0
103097,29,Féminin,Married,1,Incomplete higher,Working,10,90000.0
103102,31,Masculin,Married,0,Secondary / secondary special,Working,2,112500.0
103112,25,Masculin,Single / not married,0,Secondary / secondary special,Working,0,270000.0
103132,64,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
103144,22,Féminin,Married,0,Secondary / secondary special,Working,2,112500.0
103145,26,Féminin,Married,1,Higher education,State servant,0,54000.0
103146,30,Féminin,Married,2,Secondary / secondary special,Commercial associate,8,180000.0
103147,34,Masculin,Married,0,Secondary / secondary special,Commercial associate,0,315000.0
103158,53,Féminin,Separated,0,Secondary / secondary special,Pensioner,0,135000.0
103171,30,Masculin,Married,0,Secondary / secondary special,Working,5,157500.0
103173,37,Féminin,Married,1,Secondary / secondary special,Commercial associate,0,112500.0
103184,29,Masculin,Married,0,Higher education,Commercial associate,3,225000.0
103195,35,Féminin,Married,2,Secondary / secondary special,Working,4,148500.0
103196,36,Féminin,Married,2,Higher education,Working,5,112500.0
103206,35,Féminin,Married,0,Secondary / secondary special,Working,2,81000.0
103230,54,Masculin,Married,0,Secondary / secondary special,Commercial associate,11,202500.0
103231,29,Masculin,Married,1,Secondary / secondary special,Working,9,193500.0
103232,48,Masculin,Married,0,Incomplete higher,Working,0,180000.0
103239,58,Féminin,Widow,0,Secondary / secondary special,State servant,34,254700.0
103240,47,Féminin,Married,0,Secondary / secondary special,Working,5,360000.0
103243,49,Féminin,Married,0,Secondary / secondary special,Working,28,144000.0
103252,31,Masculin,Civil marriage,3,Higher education,Working,8,225000.0
103258,40,Féminin,Married,1,Secondary / secondary special,Working,21,157500.0
103259,30,Féminin,Married,0,Higher education,Working,7,180000.0
103279,39,Masculin,Married,1,Secondary / secondary special,Commercial associate,6,360000.0
103280,44,Féminin,Married,2,Higher education,Working,8,90000.0
103286,47,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,12,135000.0
103287,43,Féminin,Married,0,Secondary / secondary special,Commercial associate,6,180000.0
103290,37,Masculin,Married,1,Secondary / secondary special,State servant,12,225000.0
103298,46,Féminin,Married,0,Secondary / secondary special,Working,7,36000.0
103315,64,Féminin,Married,0,Secondary / secondary special,Pensioner,0,117000.0
103319,48,Féminin,Married,1,Secondary / secondary special,Working,19,270000.0
103334,38,Masculin,Married,0,Secondary / secondary special,Working,4,180000.0
103336,38,Masculin,Single / not married,0,Incomplete higher,Pensioner,0,67500.0
103345,45,Masculin,Married,0,Higher education,Working,9,360000.0
103368,48,Féminin,Married,0,Secondary / secondary special,Working,29,117000.0
103371,39,Masculin,Married,2,Secondary / secondary special,Working,16,405000.0
103377,30,Féminin,Married,1,Secondary / secondary special,Commercial associate,2,202500.0
103398,56,Féminin,Married,0,Secondary / secondary special,Working,13,157500.0
103404,54,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
103408,24,Féminin,Single / not married,0,Higher education,Working,0,90000.0
103410,32,Féminin,Single / not married,1,Higher education,Working,8,121500.0
103418,55,Féminin,Single / not married,0,Higher education,Working,35,202500.0
103420,27,Féminin,Married,0,Secondary / secondary special,Working,6,47250.0
103432,41,Masculin,Married,1,Secondary / secondary special,Working,15,135000.0
103433,60,Féminin,Married,0,Secondary / secondary special,Commercial associate,2,81000.0
103436,53,Féminin,Separated,0,Higher education,Commercial associate,13,187398.0
103440,42,Féminin,Married,0,Secondary / secondary special,Working,3,135000.0
103453,43,Féminin,Married,0,Secondary / secondary special,Commercial associate,2,135000.0
103459,25,Masculin,Married,0,Lower secondary,Working,5,247500.0
103460,62,Féminin,Civil marriage,0,Secondary / secondary special,Pensioner,0,360000.0
103461,44,Féminin,Married,1,Secondary / secondary special,State servant,4,247500.0
103462,47,Féminin,Married,0,Secondary / secondary special,Working,4,54000.0
103473,27,Féminin,Married,1,Secondary / secondary special,Commercial associate,2,90000.0
103474,35,Féminin,Married,2,Higher education,Working,6,157500.0
103475,31,Masculin,Married,0,Secondary / secondary special,Commercial associate,3,90000.0
103478,43,Féminin,Married,1,Lower secondary,Working,0,90000.0
103480,54,Féminin,Widow,1,Secondary / secondary special,Commercial associate,9,225000.0
103484,32,Féminin,Married,0,Higher education,Working,13,180000.0
103494,31,Masculin,Single / not married,0,Higher education,Commercial associate,1,225000.0
103513,24,Masculin,Single / not married,0,Secondary / secondary special,Working,2,234000.0
103515,33,Masculin,Married,1,Secondary / secondary special,Working,3,135000.0
103516,28,Masculin,Single / not married,0,Secondary / secondary special,State servant,4,58500.0
103525,36,Masculin,Married,0,Secondary / secondary special,State servant,16,153000.0
103541,30,Féminin,Married,0,Secondary / secondary special,Working,10,315000.0
103544,54,Masculin,Married,0,Secondary / secondary special,Working,20,202500.0
103562,39,Féminin,Married,1,Secondary / secondary special,Working,3,130500.0
103570,35,Masculin,Separated,0,Secondary / secondary special,Working,2,270000.0
103572,43,Masculin,Civil marriage,0,Secondary / secondary special,Working,0,112500.0
103574,45,Féminin,Married,0,Higher education,Working,9,270000.0
103575,43,Féminin,Married,4,Secondary / secondary special,Working,8,112500.0
103591,47,Féminin,Married,0,Secondary / secondary special,Working,1,157500.0
103594,60,Féminin,Married,0,Secondary / secondary special,Pensioner,0,99000.0
103609,51,Masculin,Married,0,Secondary / secondary special,Pensioner,0,270000.0
103613,57,Féminin,Married,0,Secondary / secondary special,Pensioner,0,270000.0
103614,65,Féminin,Married,0,Secondary / secondary special,Pensioner,0,135000.0
103615,67,Féminin,Widow,0,Higher education,Pensioner,0,202500.0
103624,28,Féminin,Married,1,Secondary / secondary special,Working,8,148500.0
103625,40,Masculin,Married,2,Secondary / secondary special,Working,0,135000.0
103628,28,Féminin,Married,1,Secondary / secondary special,Working,10,117000.0
103629,39,Féminin,Single / not married,0,Higher education,Working,5,157500.0
103647,53,Masculin,Married,0,Higher education,Working,9,180000.0
103648,53,Masculin,Married,0,Secondary / secondary special,Working,14,270000.0
103651,46,Féminin,Married,0,Secondary / secondary special,Commercial associate,11,103500.0
103658,62,Féminin,Married,0,Higher education,Working,20,135000.0
103668,36,Féminin,Married,0,Secondary / secondary special,Working,4,225000.0
103669,27,Féminin,Married,0,Secondary / secondary special,Working,4,135000.0
103676,58,Féminin,Widow,0,Secondary / secondary special,Working,8,103500.0
103682,47,Féminin,Married,0,Higher education,State servant,6,247500.0
103683,63,Féminin,Separated,0,Higher education,Pensioner,0,45000.0
103689,46,Masculin,Married,1,Higher education,Working,3,360000.0
103725,28,Féminin,Married,1,Higher education,Commercial associate,8,292500.0
103733,31,Masculin,Married,1,Incomplete higher,Working,1,270000.0
103744,46,Féminin,Married,0,Higher education,Commercial associate,7,135000.0
103762,37,Féminin,Married,3,Secondary / secondary special,Working,4,202500.0
103771,61,Masculin,Civil marriage,0,Secondary / secondary special,Pensioner,0,135000.0
103773,45,Féminin,Single / not married,0,Higher education,Working,11,225000.0
103783,36,Masculin,Married,2,Secondary / secondary special,Working,2,90000.0
103784,59,Masculin,Married,0,Secondary / secondary special,Commercial associate,14,306000.0
103808,63,Féminin,Single / not married,0,Lower secondary,Pensioner,0,144000.0
103812,66,Féminin,Separated,0,Secondary / secondary special,Pensioner,0,94500.0
103813,37,Féminin,Married,0,Incomplete higher,State servant,2,211500.0
103814,33,Masculin,Single / not married,0,Higher education,Pensioner,0,135000.0
103818,35,Féminin,Separated,2,Secondary / secondary special,Working,1,139500.0
103824,26,Féminin,Married,1,Secondary / secondary special,Working,1,112500.0
103828,67,Féminin,Married,0,Secondary / secondary special,Pensioner,0,135000.0
103830,58,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,135000.0
103840,46,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,9,157500.0
103842,26,Masculin,Married,0,Secondary / secondary special,Working,2,225000.0
103847,48,Féminin,Civil marriage,1,Secondary / secondary special,Working,6,261000.0
103848,46,Masculin,Married,0,Secondary / secondary special,Working,0,225000.0
103851,50,Masculin,Married,1,Secondary / secondary special,Commercial associate,2,405000.0
103854,24,Masculin,Married,1,Secondary / secondary special,Working,0,112500.0
103857,25,Masculin,Single / not married,0,Secondary / secondary special,Working,2,180000.0
